id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
34593016,"Expansive Upper West Side 2BR w/ W/D, near Central Park, by Blueground",107434423,Blueground,Manhattan,Upper West Side,40.78222,-73.97676,Entire home/apt,381,30,0,,,232,334
34593055,"Spacious Upper West Side 2BR w/ W/D, near Central Park, by Blueground",107434423,Blueground,Manhattan,Upper West Side,40.7816,-73.97548,Entire home/apt,377,30,0,,,232,334
34593079,Lovely Newly Renovated 2 Bdrm-Union Sq & E Village,96222872,Nc,Manhattan,Gramercy,40.73388,-73.98311,Entire home/apt,299,2,11,2019-06-29,5.79,1,194
34593096,"Dapper East Village 1BR w/ Gym, W/D, Doorman, near Subway, by Blueground",107434423,Blueground,Manhattan,NoHo,40.72517,-73.99274,Entire home/apt,306,30,0,,,232,333
34593987,Manhattan Beach Condo,260997528,Jermaine,Brooklyn,Sheepshead Bay,40.58495,-73.93278,Entire home/apt,150,1,10,2019-07-07,7.89,1,354
34594922,Amazing 1 bdr in Upper East Side,19915612,Zarrar,Manhattan,Upper East Side,40.76718,-73.95748,Entire home/apt,180,2,1,2019-05-19,0.59,1,0
34595255,BRIGHT DESIGNER FLAT heart of Greenwich Village,254509494,Alex,Manhattan,Greenwich Village,40.73301,-73.99819,Entire home/apt,420,3,6,2019-07-01,3.1,1,144
34595441,Best Midtown Location! 5 Bedrooms!,2571687,Kam,Manhattan,Flatiron District,40.74191,-73.99011,Entire home/apt,299,1,7,2019-07-01,4.12,1,347
34595632,Charming Garden Flat in the Heart of Chelsea,261008318,Holly,Manhattan,Chelsea,40.74411,-74.00166,Entire home/apt,245,3,4,2019-06-30,2.55,1,152
34596809,SUMMER  RENTAL 1BDR ON THE OCEAN IN BROOKLYN $3200,261012432,Elena,Brooklyn,Brighton Beach,40.57885,-73.95376,Entire home/apt,110,7,0,,,1,267
34597644,Romantic Garden Studio near Manhattan!,4999887,Christina,Queens,Ditmars Steinway,40.78071,-73.9149,Entire home/apt,135,2,0,,,1,226
34598389,"3Bdrm home w/Parking! 10min Manhattan,5min Airport",261028352,Young,Queens,Woodside,40.74268,-73.90022,Entire home/apt,146,2,7,2019-06-30,5.0,2,89
34598639,Comfy and Classic Brooklyn Brownstone 1 Bedroom!,1354539,Eve,Brooklyn,Bedford-Stuyvesant,40.68541,-73.95298,Entire home/apt,125,3,4,2019-06-18,4.0,1,155
34599215,New 2 Bedrooms Apt Right in Times Square,1015345,Tom,Manhattan,Theater District,40.76125,-73.98167,Entire home/apt,400,3,4,2019-06-23,2.5,1,3
34600024,My NYC Dream Home II,261036755,Sandra,Brooklyn,Bedford-Stuyvesant,40.69023,-73.92746,Entire home/apt,175,3,2,2019-07-01,2.0,1,329
34600508,Artist's Loft! A+ Location!  Central Park/5th ave!,256610768,John Ghaddie,Manhattan,Upper East Side,40.76414,-73.96728,Entire home/apt,159,31,4,2019-06-16,2.45,1,244
34602077,Spacious 1 bedroom apartment 15min from Manhattan,261055465,Regan,Queens,Astoria,40.76424,-73.92351,Entire home/apt,125,3,1,2019-05-24,0.65,1,13
34603173,Beautiful apartment in the heart of Brooklyn.,155812868,Milana,Brooklyn,Brighton Beach,40.57835,-73.96407,Entire home/apt,119,1,0,,,2,136
34604195,Cozy 2 Bedroom Condominium,260895008,Sammy,Manhattan,Kips Bay,40.74412,-73.97609,Entire home/apt,199,1,5,2019-06-21,2.83,1,85
34605017,LOVELY 1 BED APT,197178016,Oscar,Queens,Astoria,40.76452,-73.9251,Entire home/apt,115,2,2,2019-07-01,1.18,1,80
34605801,Comfortable Studio! Easy Access to Manhattan!,261090883,Zack,Queens,Ridgewood,40.70791,-73.8959,Entire home/apt,99,2,9,2019-06-23,5.4,1,164
34606202,Entire 1 bedroom apt in the heart of Queens by JFK,74050784,Eva Dilruba,Queens,Ozone Park,40.6827,-73.84274,Entire home/apt,100,2,0,,,1,149
34607249,Studio for a couple visiting New York City,126161542,Luis,Manhattan,Harlem,40.81942,-73.95796,Entire home/apt,99,2,5,2019-06-22,2.88,1,0
34607651,Comfortable home for all your needs!!!,173311396,Lyuba,Manhattan,East Harlem,40.80013,-73.93742,Entire home/apt,150,1,5,2019-06-23,2.88,1,21
34608937,Heart of Manhattan! 3BR Near Time Square!,256726587,Rolando,Manhattan,Hell's Kitchen,40.75546,-73.99416,Entire home/apt,199,30,1,2019-05-25,0.67,1,176
34613254,Amazing One Bedroom at the Time Square Area/72B,48146336,Irina,Manhattan,Hell's Kitchen,40.76134,-73.99299,Entire home/apt,150,30,0,,,20,332
34614782,Cozy & Charming Oasis in Williamsburg Brooklyn,107069094,Jimmo And Ames,Brooklyn,Williamsburg,40.71912,-73.95727,Entire home/apt,240,3,3,2019-07-01,2.0,1,85
34615705,Lincln Ctr alcove studio w terrace and great views,1336171,Maureen,Manhattan,Upper West Side,40.77212,-73.98641,Entire home/apt,175,2,6,2019-06-23,4.29,1,1
34617093,New 4 bedroom Sunny Boutique Apt Steps from Train,39808438,Easton,Brooklyn,Bushwick,40.68899,-73.91616,Entire home/apt,350,2,0,,,5,358
34618352,King's Airbnb,261167972,Roger,Brooklyn,Bedford-Stuyvesant,40.68366,-73.92011,Entire home/apt,180,2,9,2019-07-07,5.4,1,330
34619743,Massive One Bedroom with Office /Yoga Room /Yard,10099608,Alexa,Brooklyn,Greenpoint,40.72455,-73.94633,Entire home/apt,149,3,2,2019-06-19,2.0,1,6
34620162,Queens Village Morden 93,163603458,Qing,Queens,Queens Village,40.72052,-73.73628,Entire home/apt,69,1,15,2019-06-24,7.63,2,46
34620353,Boutique Studio Apt,261183419,Crystal,Manhattan,Washington Heights,40.85833,-73.93402,Entire home/apt,70,30,0,,,1,83
34621385,2 Bedroom in the heart of Bushwick,3899139,David,Brooklyn,Bushwick,40.70296,-73.92662,Entire home/apt,125,5,4,2019-06-24,2.4,1,18
34623269,Loft/apartment in Soho,39782325,Mike,Manhattan,SoHo,40.72176,-74.00448,Entire home/apt,107,3,0,,,1,6
34623352,"Amazing big apartment in UWS Manhattan,  2 bdr",25699447,Zeina,Manhattan,Upper West Side,40.77706,-73.98383,Entire home/apt,250,15,0,,,1,23
34626069,Beautiful studio next to Manhattan NY!,247335568,Evelyn,Queens,Long Island City,40.74923,-73.94847,Entire home/apt,150,3,2,2019-06-24,2.0,7,34
34626927,1976 Chris Craft “Hudson”,14564591,Gina,Queens,Arverne,40.59495,-73.78869,Entire home/apt,130,1,5,2019-07-07,5.0,1,350
34628898,Modern 4 Bedroom & 2 Bath! EZ Access to Manhattan!,261256418,Noah,Queens,Glendale,40.70603,-73.89562,Entire home/apt,299,3,6,2019-06-18,3.6,1,155
34629490,Studio step away from Time square/53D,48146336,Irina,Manhattan,Hell's Kitchen,40.76283,-73.99168,Entire home/apt,130,30,0,,,20,310
34629692,Lower East Side Gem,778213,Jessica,Manhattan,Lower East Side,40.71761,-73.98233,Entire home/apt,250,2,0,,,1,107
34629887,"Sunlight filled, large one-bedroom, apartment.",52347236,Alex,Bronx,Bronxdale,40.85374,-73.86416,Entire home/apt,70,1,8,2019-06-29,4.62,1,96
34638258,Cozy Private Apartment in Historic Harlem,261306701,David,Manhattan,Harlem,40.82369,-73.94018,Entire home/apt,92,31,0,,,1,342
34640995,Far West Village loft,792823,Andrew,Manhattan,West Village,40.73437,-74.00739,Entire home/apt,175,30,0,,,1,0
34641120,TIME SQUARE 2 bedroom apartment,8033432,Tom,Manhattan,Hell's Kitchen,40.75893,-73.99,Entire home/apt,350,3,0,,,4,0
34641992,Sunny and Luxurious Penthouse Loft in West Harlem,23407300,Clara,Manhattan,Harlem,40.80553,-73.94928,Entire home/apt,290,1,2,2019-06-28,2.0,1,161
34642119,Cozy 2 Bedroom in the East Village,4516135,Andriy,Manhattan,East Village,40.72877,-73.98848,Entire home/apt,200,1,13,2019-07-08,7.96,1,69
34644063,Luxurious Smart Home in Gramercy Park,55560532,Maxim,Manhattan,Gramercy,40.73825,-73.98184,Entire home/apt,690,2,0,,,1,66
34644243,"Large, clean and tasteful apartment in Gramercy",10170046,Jenny-Lynne,Manhattan,Gramercy,40.73676,-73.98685,Entire home/apt,250,1,2,2019-06-30,2.0,1,171
34645029,Fabolous 1bd Apartment in Upper East Side New York,259728610,Victor,Manhattan,Upper East Side,40.76762,-73.95693,Entire home/apt,210,3,3,2019-06-13,1.7,1,52
34645293,STUNNING 4 BEDROOM DUPLEX LUXURY BUILD. ROOF & GYM,261368719,Javier,Brooklyn,Bushwick,40.70065,-73.92446,Entire home/apt,400,3,2,2019-06-22,1.71,1,308
34646105,STYLISH 2 BEDROOM IN LUXURY BUILDING ROOF & GYM,261376215,Carmen,Brooklyn,Bushwick,40.7007,-73.92491,Entire home/apt,300,3,3,2019-06-24,1.88,1,355
34646217,Beautiful Duplex North of Chelsea (Penn Station),5258749,Bani,Manhattan,Chelsea,40.749,-73.99579,Entire home/apt,300,5,5,2019-06-29,3.33,2,59
34646805,MODERN AND NEWLY 4 BEDS / 2 BATHS IN LUXURY BUILD.,233879443,Kate,Brooklyn,Bushwick,40.6999,-73.92441,Entire home/apt,300,4,2,2019-06-07,1.4,1,355
34647478,Cozy/quiet home amongst hippest NYC neighborhoods,6895430,Beth,Queens,Ridgewood,40.70372,-73.9067,Entire home/apt,200,2,1,2019-06-02,0.79,1,11
34648133,"Awesome, Large, Sunny
Three Bedroom House!!!",758655,Allison,Brooklyn,Bedford-Stuyvesant,40.67759,-73.91856,Entire home/apt,350,3,3,2019-06-28,2.0,1,22
34648330,2br Apartment 30min from Manhattan,260874869,Rute,Queens,Ridgewood,40.70239,-73.90381,Entire home/apt,87,20,0,,,1,75
34649031,"Leafy, Quiet One Bedroom, W. Village",214187963,Amanda,Manhattan,West Village,40.7317,-74.00395,Entire home/apt,150,30,1,2019-06-30,1.0,2,103
34650619,A HOME GROWS AND AWAIT'S YOU IN BROOKLYN,261412334,Spice,Brooklyn,Canarsie,40.62886,-73.89225,Entire home/apt,240,1,2,2019-06-22,2.0,1,154
34650667,Unique Home Besides Times Square!! NYC!!!,261375719,Vivian,Manhattan,Hell's Kitchen,40.76383,-73.98704,Entire home/apt,255,3,2,2019-06-03,1.4,1,188
34651712,"Artsy 1BR loft style in East Village (IT, PT, EN)",4264648,Andy,Manhattan,East Village,40.72472,-73.98251,Entire home/apt,180,5,3,2019-06-02,1.58,1,19
34652720,Adorable cozy apartment near access to all #3,175116422,Karilyn,Staten Island,Grant City,40.57825,-74.10902,Entire home/apt,75,3,0,,,3,318
34652761,Entire 1 Bedroom Apartment with Rooftop Access,37426897,Rosie,Brooklyn,Clinton Hill,40.69474,-73.96655,Entire home/apt,100,1,6,2019-06-24,4.19,1,80
34653507,Perfect Manhattan apartment,72977337,Sara,Manhattan,Gramercy,40.73624,-73.97966,Entire home/apt,250,4,0,,,1,4
34653695,"Cozy, renovated Upper East Side apartment",5120563,Cristina,Manhattan,Upper East Side,40.76436,-73.95669,Entire home/apt,210,2,2,2019-07-05,1.62,1,138
34654811,"JUST 4.5 MILES FROM MANHATTAN, NEAR THE TRAIN",132786535,Carlos,Queens,Middle Village,40.7125,-73.87703,Entire home/apt,169,2,4,2019-06-15,2.79,2,155
34655267,"NEW-Amazing 1 Bed. Apt., 10 Mins. to Manhattan!",78733280,Randy,Queens,Woodside,40.74661,-73.90301,Entire home/apt,89,30,0,,,1,333
34656363,Loft-style Designer Studio,9914596,Oren,Manhattan,Upper West Side,40.78673,-73.97304,Entire home/apt,130,30,0,,,1,280
34658339,Beautiful apartment on UWS for couple or single!,34331,Eveline,Manhattan,Upper West Side,40.79056,-73.97306,Entire home/apt,150,30,0,,,1,36
34659944,Five-star luxury Apt in Chelsea !,152747338,Paola,Manhattan,Chelsea,40.74674,-74.00316,Entire home/apt,333,1,4,2019-06-30,2.35,1,365
34665010,Entire Newly Renovated 2 Bedroom Private Home,52577963,Mark,Queens,Woodhaven,40.69101,-73.8486,Entire home/apt,199,5,2,2019-06-29,1.2,6,338
34666999,Charming studio steps from Brooklyn Bridge!,21263506,Vikki,Brooklyn,Vinegar Hill,40.70358,-73.98316,Entire home/apt,200,2,0,,,1,1
34668348,Huge 1 Bedroom in LES,106538072,Erin,Manhattan,Lower East Side,40.71713,-73.98541,Entire home/apt,200,2,3,2019-06-30,2.05,1,13
34670295,Mini mansion,257320771,Ramie,Brooklyn,Bay Ridge,40.62094,-74.02422,Entire home/apt,100,1,8,2019-07-02,4.44,1,329
34670672,Beach Front Escape - Rockaway Surf Beach!,8893700,John,Queens,Arverne,40.58817,-73.79513,Entire home/apt,275,2,0,,,2,69
34671704,"Modern and fun 2 bdrm in Williamsburg, Brooklyn",95015886,Gali,Brooklyn,Williamsburg,40.71373,-73.96743,Entire home/apt,275,2,0,,,1,16
34672846,Lux Apt in Heart of Downtown *GREAT LOCATION,252836607,Alexis,Manhattan,Financial District,40.70757,-74.00788,Entire home/apt,255,2,2,2019-06-22,1.36,1,12
34673353,30day min High flr apt in the center of Manhattan,261560877,Edit,Manhattan,Theater District,40.76103,-73.97996,Entire home/apt,250,25,0,,,1,261
34675072,Bright and beautiful One bedroom apt in Soho.,261559275,Deb,Manhattan,SoHo,40.72646,-74.00213,Entire home/apt,250,2,1,2019-05-14,0.54,1,173
34675093,Pann Station \ Javits Center Apartment,3736053,Nyelli,Manhattan,Chelsea,40.7545,-73.99954,Entire home/apt,100,2,2,2019-06-14,1.67,1,32
34676486,Luxury Manhattan Suite & uninterrupted views,261581535,Alex,Manhattan,Hell's Kitchen,40.76465,-73.98812,Entire home/apt,449,1,6,2019-07-04,3.21,1,346
34677950,Brooklyn brownstone 1st floor studio apt.,258006547,Eli,Brooklyn,Bedford-Stuyvesant,40.6845,-73.92454,Entire home/apt,150,2,1,2019-07-07,1.0,1,22
34678207,"Live on Ludlow.  Renovated, comfortable apartment",25189614,Liliana,Manhattan,Lower East Side,40.72162,-73.98732,Entire home/apt,350,29,0,,,1,269
34678628,Stay Near the Williamsburg Bridge!,261597311,Emiliano,Brooklyn,Williamsburg,40.71145,-73.96749,Entire home/apt,500,3,3,2019-06-23,2.25,1,347
34678758,"Spacious Studio in the East Village, NYC",261589968,Carmen,Manhattan,East Village,40.72757,-73.98336,Entire home/apt,150,31,0,,,1,365
34679559,Stunning Luxury Apartment,261605025,Shlomi,Queens,Kew Gardens Hills,40.72617,-73.81178,Entire home/apt,110,2,0,,,1,76
34679833,Beautiful Brownstone apt in Crown Heights Brooklyn,128452734,Paul,Brooklyn,Crown Heights,40.67759,-73.94991,Entire home/apt,120,2,1,2019-06-29,1.0,1,14
34679993,Garden + Sunroom Townhouse Near Central Park!,258066921,Nathalie + Nick,Manhattan,Upper East Side,40.762,-73.9634,Entire home/apt,300,3,4,2019-06-21,2.61,1,258
34680900,Massive 3 BR/2 BR + Dinning Room Prime Manhattan,146001596,Joel,Manhattan,Midtown,40.75706,-73.96679,Entire home/apt,585,30,1,2019-05-14,0.54,1,139
34681778,Huge Morden Ultra Luxurious Loft,220762164,Sherley,Brooklyn,Bushwick,40.68952,-73.90919,Entire home/apt,349,2,1,2019-05-19,0.58,4,365
34683938,Luxury 1 bedroom w/ Comfy Casper Mattress,261632991,Sideem,Queens,Astoria,40.76832,-73.93576,Entire home/apt,84,1,0,,,1,90
34684535,The Penthouse on Tompkin Sq Park,22336945,Andrew,Manhattan,East Village,40.72545,-73.98212,Entire home/apt,200,2,1,2019-06-09,1.0,1,0
34684980,Sonder | 116 John | Cozy Studio + Gym,219517861,Sonder (NYC),Manhattan,Financial District,40.70721,-74.00559,Entire home/apt,100,29,0,,,327,332
34686108,Modern Upperwest Side Condo,259952789,David,Manhattan,Harlem,40.80317,-73.95559,Entire home/apt,350,1,2,2019-07-06,1.22,1,85
34687192,Sanctuary Studio in Long Island City,183818356,Sylvia,Queens,Astoria,40.75722,-73.92716,Entire home/apt,83,2,1,2019-06-04,0.86,1,16
34688096,BEAUTIFUL 4BEDS / 2 BATHS -  ROOF & GYM,261669663,Brenda,Brooklyn,Bushwick,40.69854,-73.92642,Entire home/apt,275,3,7,2019-07-05,4.04,1,339
34688764,COZY APARTMENT IN LUXURY BUILDING,261675838,Jordan,Brooklyn,Bushwick,40.69847,-73.92478,Entire home/apt,225,3,7,2019-06-29,4.38,1,359
34690202,Simple,231858639,Sterling,Brooklyn,Prospect-Lefferts Gardens,40.65973,-73.96102,Entire home/apt,120,5,0,,,1,325
34698543,Harlem Roots Chic Apt,261728099,Jade,Manhattan,Harlem,40.82639,-73.93894,Entire home/apt,75,28,0,,,1,41
34702516,Confortable studio,253304582,Iris,Queens,Corona,40.73844,-73.86302,Entire home/apt,90,4,1,2019-06-12,1.0,2,50
34705150,Bright & Modern Brooklyn Apartment,57399783,Desiree,Brooklyn,Crown Heights,40.67693,-73.9369,Entire home/apt,100,3,2,2019-05-29,1.18,1,0
34705589,Washington Square Park Studio,13352650,Anthony,Manhattan,Greenwich Village,40.72904,-74.00119,Entire home/apt,250,1,0,,,1,111
34706349,Clean and Bright Classic Manhattan!,10032016,Eliana,Manhattan,Morningside Heights,40.80977,-73.95813,Entire home/apt,250,15,1,2019-06-05,0.88,1,34
34706620,Trendy open concept Williamsburg loft apartment,261768544,Kori,Brooklyn,Williamsburg,40.71125,-73.96116,Entire home/apt,300,2,5,2019-07-01,2.94,1,57
34708585,Spacious Greenpoint Loft,5665583,Sergio,Brooklyn,Greenpoint,40.73308,-73.95704,Entire home/apt,150,3,0,,,1,0
34708657,Duplex 4 bed apt fantastic place for 10,261779847,Ben,Manhattan,East Harlem,40.79803,-73.94185,Entire home/apt,350,3,8,2019-06-30,5.11,1,231
34708692,One Bedroom Williamsburg Apartment,2513252,Stephanie,Brooklyn,Williamsburg,40.7099,-73.9649,Entire home/apt,250,3,1,2019-06-10,1.0,1,2
34709658,Hudson Yards 2 bedrooms apartment- 4-5 ppl,240099532,Luiggi,Manhattan,Hell's Kitchen,40.75445,-73.99707,Entire home/apt,269,2,8,2019-06-26,5.45,1,252
34710747,BRIGHT ROOMY studio in the heart of East Village!,121767590,Samantha,Manhattan,East Village,40.72861,-73.98252,Entire home/apt,315,2,0,,,1,55
34711249,Sonder | 116 John | Dashing 1 BR + Gym,219517861,Sonder (NYC),Manhattan,Financial District,40.70679,-74.00689,Entire home/apt,130,29,0,,,327,332
34711540,SOHO Industrial Chic Apartment with balcony,248335189,Patrick,Manhattan,Little Italy,40.7203,-73.99679,Entire home/apt,139,3,2,2019-07-01,2.0,1,10
34711823,COZY PRIVATE STUDIO WITH GARDEN CLOSE TO MANHATTAN,71668793,Stacey & Patrice,Brooklyn,Crown Heights,40.67379,-73.95726,Entire home/apt,149,3,7,2019-07-04,4.2,1,299
34714078,Sonder | 116 John | Vibrant Studio + Gym,219517861,Sonder (NYC),Manhattan,Financial District,40.70826,-74.00475,Entire home/apt,110,29,0,,,327,343
34714207,"sunny quiet apartment, right next to subway",2468616,Arika,Brooklyn,Crown Heights,40.66873,-73.95243,Entire home/apt,120,2,0,,,2,311
34714305,Sonder | 116 John | Vibrant Studio + Rooftop,219517861,Sonder (NYC),Manhattan,Financial District,40.70863,-74.00541,Entire home/apt,110,29,0,,,327,357
34715542,Bay Ridge private house,257034143,Sophia,Brooklyn,Bay Ridge,40.62987,-74.02655,Entire home/apt,200,2,1,2019-07-07,1.0,2,179
34716310,Charming Artists Apartment near Central Park UES,79653673,Ben,Manhattan,Upper East Side,40.7768,-73.95166,Entire home/apt,125,7,0,,,1,24
34716458,Art-Gallery Penthouse: 3BD Home in Midtown East,261852969,Yves,Manhattan,Midtown,40.75613,-73.96904,Entire home/apt,499,5,5,2019-06-17,3.19,1,189
34717733,TheGreystone,239661123,Shantell,Queens,Queens Village,40.72774,-73.73462,Entire home/apt,99,1,6,2019-07-07,4.86,1,15
34719445,Beautiful Maison In the Heart of MANHATTAN,221213143,David,Manhattan,Kips Bay,40.74125,-73.98297,Entire home/apt,460,1,2,2019-07-03,1.33,9,287
34721879,prime central park location - 2 mins to subway,261894786,Ariana,Manhattan,East Harlem,40.79247,-73.94892,Entire home/apt,109,1,8,2019-06-28,5.11,1,233
34723111,Modern 3 Bedroom! Easy Access to Manhattan!,261904019,Pete,Queens,Ridgewood,40.70631,-73.89698,Entire home/apt,199,3,5,2019-07-01,3.13,1,145
34723211,"Quiet, luxury 1BR--15minutes to Manhattan!",12898160,Sapna,Bronx,Riverdale,40.88523,-73.91231,Entire home/apt,90,30,0,,,1,55
34737998,Beautiful Studio Steps from Subway (ORANGE),29582232,Lee And Teri,Brooklyn,Flatbush,40.64163,-73.9655,Entire home/apt,85,3,0,,,5,125
34738463,Private Group Studio Apartment,4852748,Michelle,Manhattan,Morningside Heights,40.81304,-73.96131,Entire home/apt,195,2,1,2019-06-09,1.0,6,358
34741362,M's Place,260639656,Medina,Queens,Long Island City,40.74775,-73.94747,Entire home/apt,320,2,5,2019-07-05,5.0,1,54
34741897,"A+ 700 sqft. 1BR! Walk to Col. Cir., Central Park",3236741,Eric,Manhattan,Hell's Kitchen,40.77111,-73.99128,Entire home/apt,172,2,5,2019-06-25,3.19,1,4
34741976,Charming Studio in Meatpacking District/Chelsea,262011998,Elizabeth,Manhattan,West Village,40.74024,-74.00484,Entire home/apt,220,2,3,2019-06-23,3.0,1,58
34742133,Sun-drenched 2BR Oasis in Williamsburg/Greenpoint,1709876,Michael & Olivier,Brooklyn,Greenpoint,40.72128,-73.94663,Entire home/apt,185,4,0,,,1,176
34742586,Bright and Sunny Urban Getaway,85521952,Gregory,Manhattan,Inwood,40.86858,-73.92042,Entire home/apt,200,2,1,2019-06-30,1.0,1,234
34742861,Beautiful Studio Steps from Subway (GREEN),29582232,Lee And Teri,Brooklyn,Flatbush,40.64017,-73.96417,Entire home/apt,85,3,3,2019-06-29,3.0,5,86
34743365,Modern and new Duplex next to A train,26319385,Ariadna,Brooklyn,Bedford-Stuyvesant,40.67982,-73.94978,Entire home/apt,175,4,0,,,1,17
34743695,Spacious 2 br Apartment with Home Office,5993014,Jazmín,Brooklyn,Crown Heights,40.67266,-73.95856,Entire home/apt,75,15,0,,,1,6
34744834,Brooklyns own by nyc 2nd biggest: prospect park,90695775,Jimmy,Brooklyn,Prospect-Lefferts Gardens,40.65556,-73.95674,Entire home/apt,120,2,6,2019-07-01,4.09,1,152
34745490,Cozy one bedroom apartment with modern touch!,262035496,Omwattie,Brooklyn,East Flatbush,40.65472,-73.93683,Entire home/apt,115,2,7,2019-06-18,5.83,1,123
34745979,Sun-drenched Brooklyn town home large 3 bedroom,9450360,Rick,Brooklyn,Crown Heights,40.67772,-73.95564,Entire home/apt,278,2,7,2019-07-06,4.12,1,328
34745985,Spacious Park Slope Apartment,183817011,Yasmeen,Brooklyn,Sunset Park,40.66138,-73.99632,Entire home/apt,190,3,3,2019-06-01,1.8,1,365
34748562,Prospect Park gem! Charming & chic 2 bedroom apt!,52562602,Talia,Brooklyn,Flatbush,40.64176,-73.9615,Entire home/apt,190,7,0,,,1,16
34748987,Beautiful 1 Bedroom in the heart of Williamsburg,8305133,Jessica,Brooklyn,Williamsburg,40.71642,-73.96244,Entire home/apt,150,5,0,,,1,49
34749200,Brand new in the heart of Bushwick,54736855,Britt & Greg,Brooklyn,Bushwick,40.70505,-73.91848,Entire home/apt,140,1,16,2019-07-07,11.16,1,143
34749210,Sobro,262047205,Adriana,Bronx,Mott Haven,40.80689,-73.91437,Entire home/apt,100,3,4,2019-07-01,2.79,1,330
34749214,Sunny days in the West Village!,17392429,Marie,Manhattan,West Village,40.73501,-74.00835,Entire home/apt,180,30,0,,,1,329
34754084,Cozy One Bedroom Apartment,135710202,Christina,Brooklyn,Bedford-Stuyvesant,40.69446,-73.94694,Entire home/apt,68,1,0,,,1,255
34754120,"Luxury 1 bedroom, 1 bathroom in Manhattan",2126399,Crystal,Manhattan,Harlem,40.80508,-73.95088,Entire home/apt,150,5,0,,,1,7
34754241,Charming Hell’s Kitchen Studio,46588955,Emily,Manhattan,Hell's Kitchen,40.7659,-73.98764,Entire home/apt,289,2,0,,,1,8
34756040,(= RENT ME RENT ME =),262118049,Aaron,Manhattan,Chinatown,40.71384,-73.99278,Entire home/apt,212,1,1,2019-06-26,1.0,1,0
34757500,UN Artists Full Floor Loft - 3 Bedroom/2 Bath,101109383,Will AND Kelly,Manhattan,Midtown,40.75487,-73.96898,Entire home/apt,500,3,1,2019-06-08,1.0,1,257
34772058,"Entire home in Crown Heights, Brooklyn",30873439,Margarita,Brooklyn,Crown Heights,40.66752,-73.95466,Entire home/apt,90,2,5,2019-06-22,5.0,1,22
34774305,"Eclectic, Colorful, Trendy Williamsburg Studio",261584195,Ozzie,Brooklyn,Williamsburg,40.71497,-73.96433,Entire home/apt,265,2,1,2019-06-13,1.0,1,3
34774681,Hidden gem!  Private home in heart of NY village,259283179,John,Manhattan,East Village,40.7281,-73.98354,Entire home/apt,219,2,7,2019-07-01,4.2,1,316
34777870,Cosy 2-bedroom apartment on UES/East Harlem,41348157,Petra,Manhattan,East Harlem,40.7927,-73.94033,Entire home/apt,300,3,0,,,3,17
34777979,"The Red Brick Abode, in the heart of Williamsburg",15010925,Carlos,Brooklyn,Williamsburg,40.71317,-73.96066,Entire home/apt,160,1,13,2019-07-01,7.96,1,120
34778518,"Cozy Studio in Manhattan, Upper East Side",262244457,Marie,Manhattan,Upper East Side,40.77064,-73.95606,Entire home/apt,250,1,7,2019-06-30,4.47,1,188
34779259,3 Bedrooms Entire House for Rent,44539889,Lc,Queens,Middle Village,40.71685,-73.87507,Entire home/apt,199,31,0,,,1,83
34780613,Large Two Floor Apartment in Hip Bushwick Area,31239719,Daniel,Brooklyn,Bushwick,40.70433,-73.92488,Entire home/apt,120,4,0,,,1,10
34783461,West Village Garden Studio-,5264588,Trey,Manhattan,West Village,40.73526,-74.0002,Entire home/apt,175,2,7,2019-06-26,4.88,1,341
34783503,Uptown Experience on Central Park,262279497,Britt,Manhattan,East Harlem,40.79614,-73.94838,Entire home/apt,123,1,5,2019-06-17,3.95,1,327
34783887,Charming 1br in Morningside Heights,3138868,Wenfei,Manhattan,Morningside Heights,40.80535,-73.96307,Entire home/apt,140,4,1,2019-05-26,0.68,1,9
34784621,Modern renovated private Apt/Washer & dryer.,35253342,Tee,Brooklyn,Bay Ridge,40.63321,-74.02463,Entire home/apt,120,21,0,,,3,67
34785319,Modern elegant Studio in ❤ of West Village,11211827,Vitalika,Manhattan,West Village,40.73682,-74.00406,Entire home/apt,250,2,2,2019-07-02,2.0,1,98
34785850,New! Modern Midtown East Sanctury,229486123,Manvi,Manhattan,Midtown,40.76066,-73.96639,Entire home/apt,479,2,4,2019-06-09,2.73,1,286
34787546,Chic One Bedroom apartment,252445373,S,Manhattan,Washington Heights,40.85798,-73.92855,Entire home/apt,85,7,0,,,1,67
34788893,A little oasis in the big city!,39831146,George And Laura,Brooklyn,Carroll Gardens,40.68026,-74.00078,Entire home/apt,225,4,0,,,1,317
34790340,Clean Two Bedroom Apt in Lower East Side/Chinatown,1103131,Andrew,Manhattan,Lower East Side,40.71482,-73.98911,Entire home/apt,175,4,2,2019-07-04,2.0,2,0
34790450,Village: Cozy Spacious Condo.,24064346,Gabriel,Manhattan,West Village,40.73458,-74.00361,Entire home/apt,500,3,11,2019-07-07,6.73,1,318
34790702,Spacious 3 br/2bath balcony views in heart of NYC,170464089,Allison,Manhattan,Murray Hill,40.7458,-73.97744,Entire home/apt,490,2,4,2019-07-01,3.33,1,248
34791422,"2 bedrooms-Apartment @ Brooklyn, Near D Subway",258118351,Artie,Brooklyn,Borough Park,40.63896,-73.99689,Entire home/apt,140,9,1,2019-07-06,1.0,2,73
